关键词,描述内容
穿戴式辅助增强机器人,创新成果：．面向负载携行助力需求
穿戴式辅助增强机器人,自主研发了系列化穿戴式外骨骼机器人
穿戴式辅助增强机器人,军用单兵外骨骼实现了高原环境应用测试
穿戴式辅助增强机器人,外骨骼分别在中国地震应急救援中心、消防部队等完成应用示范
穿戴式辅助增强机器人,成果应邀参加'十二五'科技创新展
星表移动与探测技术,星表移动与探测技术
星表移动与探测技术,行业贡献：．为我国'玉兔号'月球车提供了'6驱动／4转向／主副摇臂／差动均姿'悬架构型及设计参数与筛网轮构型
星表移动与探测技术,技术挑战：．轮壤作用机理：车轮构型设计、驱动参数确定的理论基础．悬架构型设计：星球车平稳性、地形适应性的保障．提供了'玉兔号'月球车、火星车转移机构．提出轮步式火星车移动系统构型
星表移动与探测技术,移动性能优越
星表移动与探测技术,方案已被我国火星车采用．研制了单吊索月球车、火星车低重力模拟测试系统．获国家技术发明二等奖1项、省部级一等奖1项
星表移动与探测技术,出版专著1部
星表移动与探测技术,创新成果：．星球车轮壤作用机理：建立了轮壤作用滑转沉陷的本构模型
星表移动与探测技术,解决了Bekker等经典模型中未考虑沉陷量随滑转率变化的问题
星表移动与探测技术,奠定了星球车轮壤作用力学基础．星球车车轮构型：揭示了车轮构型参数、滑转率对牵引力的影响规律
星表移动与探测技术,创新设计了多种车轮构型
星表移动与探测技术,研制的筛网轮构型被我国'玉兔一号''玉兔二号'月球车采用．星球车悬架构型：提出了以自适应地形、多轮独立驱动为特征要素的悬架构型综合方法
星表移动与探测技术,建立了悬架构型图谱库
星表移动与探测技术,确定了'玉兔号'月球车、火星车的悬架构型
星表移动与探测技术,重载六足机器人技术：．项目团队成功研制出3款面向复杂环境的六足机器人样机
星表移动与探测技术,其中EISpider-11为国内尺度最大的电驱动六足机器人
星表移动与探测技术,HySpider为世界上重量最大的六足机器人
空间折展机构与变形翼技术,空间折展机构与变形翼技术
空间折展机构与变形翼技术,技术挑战：折展机构：大型化、轻量化、高刚度、高精度、大折展比．变 形 翼：大变形、高承载、高刚度、快响应、耐高温
空间折展机构与变形翼技术,行业贡献：联合研制出我国首个60米长大型空间伸展臂、57米大型模块化雷达天线机构；研究成果用于我国雷达天线、高轨雷达及大口径曲面天线
空间折展机构与变形翼技术,为我国远程空间通和高分辨对地观测提供了核心装备
空间折展机构与变形翼技术,．为我国高超声速飞行器提供了核心装备
空间折展机构与变形翼技术,创新成果：提出基于李代数的空间折展机构活动度分析方法和闭环机构可动性判断准则
空间折展机构与变形翼技术,构建出空间折展机构单元构型库；形成空间大型折展机构的组成理论．攻克单元刚化、多模块联动、高精度曲面拼接关键技术
空间折展机构与变形翼技术,解决机构大折展比、高刚度和可重复展收等共性设计难题
空间折展机构与变形翼技术,提出直线、平面、曲面大型折展机构模块化组网设计方法
宇航空间机构及控制研究背景与意义,宇航空间机构及控制研究背景与意义
宇航空间机构及控制研究背景与意义,近年来
宇航空间机构及控制研究背景与意义,我国在载人航天、探月工程、高分辨率对地观测、卫星通信与导航等领域取得了令世界瞩目的成就
宇航空间机构及控制研究背景与意义,现代宇航空间机构研究为该领域的发展提供了重要的理论与技术支撑
宇航空间机构及控制研究背景与意义,1999年
宇航空间机构及控制研究背景与意义,哈尔滨工业大学邓宗全教授在国内率先开辟了宇航空间机构及控制这一学术方向
宇航空间机构及控制研究背景与意义,2004年成立了哈工大宇航空间机构及控制研究中心
宇航空间机构及控制研究背景与意义,2007年成为首批国防重点学科实验室
宇航空间机构及控制研究背景与意义,实验室的定位是以国家重大航天需求为牵引
宇航空间机构及控制研究背景与意义,开展宇航空间机构领域基础性、前沿性、战略性研究
宇航空间机构及控制研究背景与意义,突破一批关键技术
宇航空间机构及控制研究背景与意义,建成学术创新与人才培养基地
空间灵巧手技术,空间灵巧手技术
空间灵巧手技术,创新成果：感知是灵巧操作关键
空间灵巧手技术,发明非规则曲面柔性触觉传感器和指尖平面式微型六维力／力矩传感器
空间灵巧手技术,手指集成温度、电流、限位、位置和力等28个传感器
空间灵巧手技术,．针对传统驱动外置型灵巧手重量大、动态响应慢问题
空间灵巧手技术,提出驱动内置型灵巧手设计方法
空间灵巧手技术,将所有驱动器置于手指指部或根部
空间灵巧手技术,据此研制驱动控制于一体的模块化手指
空间灵巧手技术,．建立五指灵巧手运动学模型并基于力／力矩等多传感器信息
空间灵巧手技术,提出基于物体阻抗的多指协同控制方法
空间灵巧手技术,实现无过力、抗干扰的稳定物体抓取
空间灵巧手技术,行业贡献：2016年9月15日我国首个空间灵巧手随天宫二号在酒泉卫星发射中心成功发射
空间灵巧手技术,10月至11月开展人机协同在轨维修试验9次
空间灵巧手技术,累计80人时
空间灵巧手技术,．成功完成国际首次在轨手持电动工具旋拧螺钉、在轨插拔航天电连接器
空间灵巧手技术,我国首次航天员在轨遥操作灵巧手等精细操作任务
空间灵巧手技术,获国家技术发明二等奖2项
空间灵巧手技术,2007欧盟机器人技术和转化一等奖1项
空间灵巧手技术,出版专著1部
空间机械臂技术,空间机械臂技术
空间机械臂技术,创新成果：针对大温差下活动部件卡死难题
空间机械臂技术,提出关节轴承刚性﹣弹性混合预紧方法
空间机械臂技术,发明轴承预紧力精确量技术
空间机械臂技术,提高轴系对温变的鲁棒性
空间机械臂技术,．建立空间机械臂刚柔耦合动力学模型
空间机械臂技术,发明阻尼注入式末端振动主动抑制技术
空间机械臂技术,解决刚柔耦合系统残余抖动问题
空间机械臂技术,．发明基于加速度动态最优配置的轨迹规划和变阻尼系数避动力学奇异方法
空间机械臂技术,解决非完整约束条件下机械臂与浮动卫星平台的耦合运动和快速跟踪难题
空间机械臂技术,行业贡献：2013年7月20日研制成功我国首台空间在轨服务机器人
空间机械臂技术,随试验七号卫星发射入轨
空间机械臂技术,至今已在轨无故障服务2000余天
空间机械臂技术,使我国成为继美国轨道快车（2007）后第二个具有自主在轨抓捕卫星技术的国家
空间机械臂技术,．空间机械臂的研究成果还成功应用于我国玉兔号月球车机械臂、我国空间站实验舱机械臂等
空间机械臂技术,获国家技术发明二等奖2项
空间机械臂技术,中国高校十大科技进展1项
空间机械臂技术,出版专著1部
空间机器人研究背景与意义,空间机器人研究背景与意义
空间机器人研究背景与意义,航天器是国家战略资源
空间机器人研究背景与意义,实现航天器在轨服务对国家安全至关重要
空间机器人研究背景与意义,已成为世界强国空间技术竞争的焦点
空间机器人研究背景与意义,空间机器人可以自主完成在轨维护维修等任务
空间机器人研究背景与意义,是空间在轨服务、空间站建设与维护以及深空探测的核心装备
空间机器人研究背景与意义,1999年哈尔滨工业大学刘宏教授在国内率先开辟了空间机器人这一学术方向
空间机器人研究背景与意义,2001年成立'哈工大﹣德宇航机器人联合实验室'
空间机器人研究背景与意义,2008年经中德两国航天局批准建立了'中德空间机器人技术联合实验室'
空间机器人研究背景与意义,2016年被科技部认定为'空间机器人国家国际合作基地'
空间机器人研究背景与意义,实验室以深空探测和在轨服务国家重大需求为牵引
空间机器人研究背景与意义,开展空间机器人领域基础性、前沿性研究
空间机器人研究背景与意义,突破了一批关键技术
空间机器人研究背景与意义,成为学术创新与人才培养基地
空间机器人技术挑战与难点,空间机器人技术挑战与难点
空间机器人技术挑战与难点,工作环境恶劣、耦合运动复杂、操作任务精细
水黾机器人,水黾机器人
水黾机器人,基于生物水黾运动机理
水黾机器人,研制出世界首款水面跳跃、滑行、滑翔等系列微型机器人
水黾机器人,发表多篇JCR一区高水平论文
水黾机器人,得到了美国化学会新闻周刊、ScienceDaily等国内外知名媒体关注和报道
仿生青蛙,仿生青蛙
仿生青蛙,仿生青蛙机器人是根据青蛙的运动机理分析后所抽象出的生物和数学模型研制的机器人
仿生青蛙,具有起跳姿态与角度可调整、着陆稳定和可控制性
仿生青蛙,青蛙机器人可以变换到游动姿态
仿生青蛙,实现两栖运动
四足机器人,四足机器人
四足机器人,仿照'陆地速度王者'猎豹研发的脊柱型高速奔跑四足机器人
四足机器人,能实现各类高速步态
四足机器人,同时将脊柱驱动融入到足式动步态的本质级模型﹣SLIP中
四足机器人,实现了完美的脊腿协调
扑翼飞行机器人,扑翼飞行机器人
扑翼飞行机器人,为了满足户外条件下长航时、远距离飞行的需求
扑翼飞行机器人,研制了翼展超过2m、飞行时间超过30分钟、抗风能力超过4级的大型仿生扑翼飞行机器人
扑翼飞行机器人,有哈工大之鹰HIT-HawkBot、哈工大凤凰HIT-PhoenixBot 两种版本
扑翼飞行机器人, HIT-HawkBot及HIT-PhoenixBot克服了固定翼、旋翼无人机成本高、能量利用率低、隐身能力弱等缺陷
扑翼飞行机器人,且在自主能力、抗风能力、带载能力、巡航能力等方面明显高于微小型扑翼飞行器
六足机器人,六足机器人
六足机器人,小型仿生六足机器人HIT-CR以六足昆虫为仿生对象
六足机器人,进行了结构仿生、功能仿生、控制仿生等方面的研究工作
六足机器人,该机器人具备足端力、关节力矩、姿态、关节角度传感器、以及主动跟随的双目视觉系统
六足机器人,结合步态规划和神经反射控制策略
六足机器人,对非结构化环境具有良好的适应性
模块化自重构机器人,模块化自重构机器人
模块化自重构机器人, 由大量标准模块单元组成
模块化自重构机器人,模块之间可以动态组合、自主变形
模块化自重构机器人,特别适用于环境复杂、任务多变的场合
模块化自重构机器人,在军事、救灾、航空航天、教育等多个领域有着广阔的应用前景
微纳操作机器人,微纳操作机器人
微纳操作机器人,表／界面模型→操作方法／工具→操作／测试系统→应用验证：．率先构建双手微纳操作机器人系统
微纳操作机器人,实现50nm以下一维纳米材料的三维操作和微纳器件组装
微纳操作机器人,相关技术应用于国家重大工程'惯性约束聚变'微靶器件复杂微装配；生物细胞粘附力纳米镊子测量法
微纳操作机器人,把效率提高50倍以上
微纳操作机器人,并解决了细胞膜／核粘弹性力学原位无伤害测量难题；．磁致峰值力调制纳米力学成像方法
微纳操作机器人,与同类最先进方法相比
微纳操作机器人,测量频率与模量范围提高2个数量级
微纳操作机器人,并拓展解决了力学、势能、电荷密度多参数同步测试难题
微纳操作机器人,为表／界面机理研究提供解决途径
微纳操作机器人,.基于AFM纳米机器人系统的微纳制造：通过微纳游动机器机理及工艺研究
微纳操作机器人,突破了传统机械加工的极限
微纳操作机器人,在金属、 半导体等材料表面实现了任意型面结构的制造检测一体化
微纳操作机器人,实现如生物功能界面、拉曼增强基底、纳流控芯片的可控制造与检测
微纳游动机器人,微纳游动机器人
微纳游动机器人,微纳游动机器人制备→个体控制→群体调控→体外给药验证：．解决了亚毛细血管尺度（<7 μm）游动机器人制造、药物装载难题；．实现个体跨越陡峭障碍（高度比＞10)、输送大负载（体积比＞103）的高性能运动控制；．实现群体的多模态重构、导航、集群操纵的自主调控：可高效穿越 6 μm 模拟毛细血管和类蚁群输送超大负载（体积比约105)
微纳游动机器人,为体内药物高效输送提供了解决途径；．完成了体外给药与原位检测实验验证
微纳游动机器人,为体内应用奠定了基础
仿生机器人作用与影响,仿生机器人作用与影响
仿生机器人作用与影响,获得国家技术发明二等奖1项、省部级奖项11项；．近年来
仿生机器人作用与影响,发表SCI检索论文300余篇
仿生机器人作用与影响,涵盖多学科交叉领域的权威学术期刊
仿生机器人作用与影响,其中封面／亮点文章8篇：出版中、英文专著2部
仿生机器人作用与影响,发明专利80余项；．获得包括顶级机器人国际会议IROS在内的最佳会议论文5篇；担任国际权威期刊编委5人次
仿生机器人作用与影响,受邀国际会议大会报告和特邀报告20余人次；相关技术服务于国家重大工程
仿生机器人研究背景与意义,微纳机器人研究背景与意义
仿生机器人研究背景与意义,微纳机器人技术把人类感知、操控极限下探到分子甚至原子尺度
仿生机器人研究背景与意义,在传统方法无可企及的尺度上为生物医学、微纳制造等前沿领域提供全新视角和颠覆性的研究方法与实现手段
仿生机器人研究背景与意义,是当前机器人领域的前沿热点之一
仿生机器人研究背景与意义,微纳机器人可分为两类：(1）微纳操作机器人
仿生机器人研究背景与意义,是具备微纳操纵能力的宏观尺度机器人
仿生机器人研究背景与意义,如基于原子力显微镜的机器人系统
仿生机器人研究背景与意义,为微纳制造、生物操作、测试表征等提供了技术、装备支持；(2）微纳游动机器人
仿生机器人研究背景与意义,指能在液体中游动的尺寸在1 nm~100 μm 左右的机器人
仿生机器人研究背景与意义,为介入式健康监测、超微诊断、靶向给药等提供变革性手段
仿生机器人研究背景与意义,两者具有共性的基础理论（微纳表／界面物理）和相通的关键技术（高精度驱动、感知、控制等）
仿生机器人研究背景与意义,形成相通互融的多学科交叉研究体系
仿生机器人研究背景与意义,科学意义重大
仿生机器人研究背景与意义,应用前景广阔
仿生机器人挑战与难点,微纳机器人挑战与难点
仿生机器人挑战与难点,由于尺度效应
仿生机器人挑战与难点,表／界面交互作用主导微纳机器人的行为
仿生机器人挑战与难点,给其设计、驱动、传感与控制带来前所未有的挑战：界面机理：表界面特性复杂、机理不明
仿生机器人挑战与难点,缺乏有效的模型与表征手段   可控制造：尺度小、结构精巧、生物兼容性要求苛刻
仿生机器人挑战与难点,难以可控制造  精准操控：交互作用力学行为多变
仿生机器人挑战与难点,驱动、传感受限
仿生机器人挑战与难点,难以精准操控
实验室研究方向,实验室研究方向
实验室研究方向,机器人设计方法与共性技术:机器人构型的创新及优化设计．机器人系统动力学及控制方法．机器人新型功能部件及单元技术
实验室研究方向,机器人认知与行为控制：．先进机器人自治行为理论与方法．机器人群智能相关理论与方法
实验室研究方向,机器人认知与行为控制：．先进机器人自治行为理论与方法．机器人群智能相关理论与方法
实验室研究方向,机器人人机交互与和谐共存：．人机合作与交流机器人技术．遥操作与网络遥操作的机器人技术
机器人设计方法与共性技术,机器人设计方法与共性技术
机器人设计方法与共性技术,．机器人构型的创新及优化设计．机器人系统动力学及控制方法．机器人新型功能部件及单元技术
机器人认知与行为控制,机器人认知与行为控制
机器人认知与行为控制,．先进机器人自治行为理论与方法．机器人群智能相关理论与方法
机器人人机交互与和谐共存,机器人人机交互与和谐共存
机器人人机交互与和谐共存,．人机合作与交流机器人技术．遥操作与网络遥操作的机器人技术
机器人及机电一体化系统集成,机器人及机电一体化系统集成
机器人及机电一体化系统集成,. 面向国家重大科学工程的机器人技术与系统．面向国防安全的机器人技术与系统．面向安全生产、防灾救援需求的机器人技术与系统．面向国家国民经济重大行业（机械制造、石化、冶金、汽车等）的机器人及自动化生产装备．面向光电制造与生命科学实验的精密作业设备．纳米级微驱动与微操作机器人、微小型机器人、仿生机器人、智能服务机器人、遥操作与网络操作机器人、移动操作机器人、多机器人协作系统等
实验室组织机构,实验室组织机构
实验室组织机构,包括学术委员会、指导委员会、室务委员会
实验室组织机构,实验室由实验室办公室、开放服务部、行政事业部、学术交流部、平台管理部组成
实验室组织机构,团队上包括学术带头人、技术支持团队、研究团队、公共实验室
实验室特色,实验室特色
实验室特色,1. 航天/国防技术源头创新与工程实施的重要基地2. 推动科技成果转化与产业转型升级的重要基地3. 开展高层次国际交流与合作研究的重要平台4. 为国家培养机器人专业人才的重要基地5. 在国家科技决策与咨询方面发挥重要作用
实验室定位,实验室定位
实验室定位,1. 面向世界机器人领域科技前沿
实验室定位,在空间机器人先进构型设计、受限环境机器人系统分析与智能控制、微纳机器人建模与驱动等基础研究方面处于国际领先地位
实验室定位,2. 面向国家重大需求
实验室定位,支撑国家重大科学工程建设
实验室定位,成为我国航天、国防、军工领域发展不可替代的重要科技力量
实验室定位,3. 面向国民经济主战场
实验室定位,突破一批制约机器人产业化的技术瓶颈
实验室定位,促进科研成果的转化
实验室定位,提升国产机器人国际竞争力
实验室定位,以基础和应用基础研究为根本:瞄准机器人技术国际前沿研究方向
实验室定位,开展前瞻性和创新性基础的应用基础研究   满足国家重大需求:立足航天
实验室定位,服务国防
实验室定位,以理论研究和关键技术为突破口
实验室定位,为国家安全和重大需求提供技术支撑   服务国民经济建设:围绕国民经济主战场和产业需求
实验室定位,开展核心技术和重大装备攻关
国际交流,国际交流
国际交流,曾有加拿大阿尔伯塔大学Hong Zhang教授、加拿大UBC Bjarni Tryggvason教授、美国斯坦福大学机器人实验室主任 Oussama Khatib教授、美国MIT的Steven Dubowsky教授、法国HEC商学院Michel Gauthier教授、德国宇航中心机器人与机电一体化研究所Hirzinger所长、德国奥登堡大学Sergej Fatikow教授、芬兰坦佩雷理工大学Pasi Kallio教授、日本工业大学广濑茂男教授等多名国内外知名学者、专家来访
实验室概况,实验室概况
实验室概况,机器人技术与系统国家重点实验室源自哈尔滨工业大学机器人研究所
实验室概况,始建于1986年
实验室概况,是我国最早开展机器人技术研究的单位之一
实验室概况,实验室依托机械工程（第四次学科评估A+)、控制科学与工程（A+)、电气工程（A-）等一级学科组建
实验室概况,2007年开始筹备
实验室概况,2007年8月通过可行性论证
实验室概况,2010年7月通过建设验收
实验室概况,2013年通过首次评估
实验室概况,获评良好；2018年通过二次评估
实验室概况,获评优秀
实验室概况,实验室建设的基础目标是攻克一批机器人领域前沿理论与核心技术
实验室概况,支撑国家重大科技工程的实施
实验室概况,引领我国机器人技术的跨越式发展；突破一批制约机器人产业化的技术瓶颈
实验室概况,促进科研成果的转化
实验室概况,提升国产机器人国际竞争力；培养和汇聚一批高端人才
实验室概况,促进学科交叉融合
实验室概况,形成特色鲜明、国际一流的学科体系
实验室历史,实验室历史
实验室历史,1985-1986成功研制我国第一台华宇1型弧焊机器人  1986 成立哈工大机器人研究所  1991 经科技部批准成立863计划智能机器人机构研究网点开放实验室   2000 建立'黑龙江省机器人技术重点实验室'   2007 机器人技术与系统国家重点实验室开始筹建
实验室历史,2010年通过验收   2013 实验室通过科技部第一次评估
实验室历史,综合评估成绩为良好   2017 国家机器人创新中心   2018 实验室通过科技部第二次评估
实验室历史,综合评估成绩为优秀   2022 成为首批完成重组的 全国重点实验室
两院院士,两院院士
两院院士,蔡鹤皋 邓宗全 段广仁 刘宏
空间机器人研究团队,空间机器人研究团队
空间机器人研究团队,金明河教授 姜力教授 谢宗武研究员 赵京东研究员 刘伊威研究员 倪风雷研究员 史士财研究员 孙奎研究员 纪军红副教授 朱映远研究员 郭闯强研究员 刘业超研究员 樊绍巍研究员 蒋再男研究员 夏进军研究员 杨大鹏研究员 王滨副研究员 顾义坤副研究员 张元飞副研究员 孙永军副研究员 李志奇副研究员 曹宝石副研究员 赵亮亮副研究员
宇航空间机构及控制研究团队,宇航空间机构及控制研究团队
宇航空间机构及控制研究团队,高海波教授 陶建国教授 刘荣强教授 唐德威教授 姜生元教授 李兵教授 岳洪浩教授 丁亮教授 郭宏伟教授 全齐全教授 侯绪研教授 刘振教授 杨飞研究员 于海涛副研究员 陆一凡副教授 张伟伟副研究员 杨怀广讲师 李楠工程师
工业及特种机器人研究团队,工业及特种机器人研究团队
工业及特种机器人研究团队,赵杰教授 陈维山教授 李瑞峰教授 董慧娟教授 刘延杰教授 朱延河教授 卢礼华教授 彭高亮教授 刘英想教授 刘洪海教授 刘刚峰研究员 臧希喆教授 张赫教授 樊继壮教授 李长乐副研究员 刘彦武副研究员 金弘哲副教授 刘玉斌副研究员 高永生副教授 张学贺副研究员 高良助理研究员 郑天骄助理研究员
服务及医疗机器人研究团队,服务及医疗机器人研究团队
服务及医疗机器人研究团队,付宜利教授 杜志江教授 董为教授 赵立军教授级高工 王伟东教授 封海波副教授 吴冬梅研究员 李天龙教授 吴志光教授 张松源副研究员 张福海副教授 高文朋副教授 葛连正高级工程师 王珂讲师 于洪健副研究员 高永卓助理研究员
基础交叉研究团队,基础交叉研究团队
基础交叉研究团队,徐殿国教授 邹继斌教授 郑萍教授 李立毅教授 王黎钦教授 齐乃明教授 王常虹教授 李勇教授 张飞虎教授 高会军教授 吴立刚教授 张立宪教授 邱剑彬教授 杨明教授 王懿杰教授 古乐教授 孙维超教授 杨学博教授 张传伟副教授
微纳及仿生机器人研究团队,微纳及仿生机器人研究团队
微纳及仿生机器人研究团队,孙立宁教授 姜洪源教授 陈明君教授 闫永达教授 谢晖教授 李隆球教授 荣伟彬教授 潘昀路教授 胡平安教授 闫继宏教授 徐文福教授 吴春亚教授 耿延泉教授 任玉坤教授 张甲教授 王乐锋副教授 程健教授 于天宇教授 查富生副教授 王鹏飞副教授 张号副教授 周德开副教授
科学传播,科学传播
科学传播,传播机器人知识
科学传播,推广实验室文化'唯真唯实
科学传播,创新发展'形成了常态化科学传播机制
科学传播,公众开放日：定期每年6月份
科学传播,接待累计超过三千人次
科学传播,不定期参观接待一千余批
科学传播,共八千余人次
科学传播,科普报告：走进高中初中小学 走进外省学校 教师十余人走入校园
科学传播,累计两千人次参加
科学传播,机器人实践：智能机器人国际暑期学校
科学传播,时间三周
科学传播,C9高校和国外知名高校本科生
科学传播,每期约两百人
科学传播,媒体宣传：新闻联播、焦点访谈、人民日报等媒体
科学传播,央视科教、春晚、地方台科教栏目等
科学传播,开放式机器人实践活动：举办暑期机器人国际学校、指导和资助学生机器人竞赛等方式传播机器人知识、扩大机器人影响权威媒体报道：积极利用权威公众媒体开展科普宣传
科学传播,展示中国机器人
学术交流与合作,学术交流与合作
学术交流与合作,主办／承办／协办多项国际、国内重要学术会议
学术交流与合作,如ICIA、IROS、i-SAIRAS、ROBIO、ICMA等；2016年首次由中国国家航天局主办
学术交流与合作,机器人技术与系统国家重点实验室（哈尔滨工业大学）承办的i-SAIRAS会议
学术交流与合作,刘宏教授任会议主席
学术交流与合作,该系列研讨会在国际范围内有巨大影响力
学术交流与合作,往届由欧洲空间局ESA
学术交流与合作,德国宇航中心DLR
学术交流与合作,美国航空航天局NASA
学术交流与合作,加拿大航天局CSA和日本宇宙航空开发研究机构jaxa共同组织举办
学术交流与合作,围绕世界机器人发展趋势、中国智能机器人发展战略、国家空间机器人在轨服务重大专项和国家自然科学基金重大研究计划等主办研讨会
学术交流与合作,为我国机器人发展献计献策
 捣炉机器人系统产品功能, 捣炉机器人系统产品功能
 捣炉机器人系统产品功能,捣炉机器人系统具有电石炉料面疏松、破壳、耙平和下料口物料疏通等功能
 捣炉机器人系统产品功能,使得炉内布料均匀
 捣炉机器人系统产品功能,扩大反应区
 捣炉机器人系统产品功能,消除悬料
 捣炉机器人系统产品功能,捣碎熔渣
 捣炉机器人系统产品功能,减少结壳和料面喷火
 捣炉机器人系统产品功能,增加透气性
 捣炉机器人系统产品功能,保证炉况良好
 捣炉机器人系统产品功能,通过无线摇控操作
 捣炉机器人系统产品功能,捣炉机器人可在多炉口之间自由移动和捣炉作业
 捣炉机器人系统产品功能,整个捣炉作业只需1-2人即可完成
 捣炉机器人系统产品功能,提高了生产效率
 捣炉机器人系统产品功能,极大地降低了工人劳动强度
 捣炉机器人系统产品功能,减少了生产过程中的安全隐患
 捣炉机器人系统功能特点, 捣炉机器人系统功能特点
 捣炉机器人系统功能特点,大跨距支撑结构:机器人具有行走和支撑机构
 捣炉机器人系统功能特点,支排机构跨距大
 捣炉机器人系统功能特点,减少了工作楼板单位面积的受力
 捣炉机器人系统功能特点,更加安全可靠;单工位无死角捣炉: 在每一个捣炉窗口处
 捣炉机器人系统功能特点,机器人定位并稳固支撑之后
 捣炉机器人系统功能特点,利用机械臂独立的回转和俯仰机构
 捣炉机器人系统功能特点,实现单工位大范围无死角捣炉操作
 捣炉机器人系统功能特点,工作效率高;炉料充分翻撬: 机械臂可以实现伸缩、俯仰、偏摆等动作
 捣炉机器人系统功能特点,具备出力大、速度快、伸缩行程长、工作范围大等特点
 捣炉机器人系统功能特点,其料面处理范围大、处理点密集、处理深入彻底;无线遥控: 采用无线遥操作技术
 捣炉机器人系统功能特点,实现对捣炉机器人的无线控制
 捣炉机器人系统功能特点,功能完备
 捣炉机器人系统功能特点,操作简单
 捣炉机器人系统功能特点,易学易用
 捣炉机器人系统功能特点,操作人员可远离炉口作业
 捣炉机器人系统功能特点,从根本上杜绝了喷料对操作人员的伤害;多功能专用工具: 可实现高温条件下
 捣炉机器人系统功能特点,对电石料面撞击、对结壳捣碎翻撬、对电石原料的摊开耙平等功能;适应性强: 捣炉机器人具有较小的整体外形尺寸
 捣炉机器人系统功能特点,保证足够作业空间前提下
 捣炉机器人系统功能特点,可适应狭窄矮小的作业环境和不同类型电石炉的工况条件;系统安全:有效的防护与性能加固设计
 捣炉机器人系统功能特点,可在热辐射、热喷溅环境下长期稳定作业
 捣炉机器人系统功能特点,与带电物料接触部分采用专用绝缘防护结构
 捣炉机器人系统功能特点,全面的”运行状态与安全“检测系统
 捣炉机器人系统功能特点,最大限度保证捣炉机器人系统安全.检修方便: 单元独立化系统设计理念
 捣炉机器人系统功能特点,依据功能的需要最大限度地单元化设计
 捣炉机器人系统功能特点,提高检维护效率
 捣炉机器人系统功能特点,液压系统元器件以及机械系统运动部件布局合理
 捣炉机器人系统功能特点,方便检修
 捣炉机器人系统核心技术, 捣炉机器人系统核心技术
 捣炉机器人系统核心技术,具有自由行走功能的重载机器人技术;电石炉炉料翻捣专用机器人技术;机器人化的电石炉料面处理工艺及控制技术;基于无线传输的遥操作控制技术
实验室概况展区,实验室概况展区
实验室概况展区,机器人技术与系统全国重点实验室源自哈工大机器人所
实验室概况展区,始建于1986年
实验室概况展区,是我国最早开展机器人技术研究的单位之一
实验室概况展区,实验室依托机械工程《第四次学科评估A+》、控制科学与工程(A+)、电气工程(A-)等一级学科组建
实验室概况展区,2007年开始筹备
实验室概况展区,2007年8月通过可行性论证
实验室概况展区,2010年7月通过建设验收
实验室概况展区,2013年通过首次评估
实验室概况展区,获评良好;2018年通过二次评估
实验室概况展区,获评优秀
实验室概况展区,本实验室是高校领域内唯一与机器人相关的全国重点实验室
微纳及仿生机器人展区,微纳及仿生机器人展区
微纳及仿生机器人展区,微纳和仿生机器人展区总共囊括了3种类型的机器人
微纳及仿生机器人展区,分别是微纳机器人、扑翼机器人和模块化自重构机器人
微纳及仿生机器人展区,其中微纳机器人是实验室面对世界科技前沿做的一些内容
微纳及仿生机器人展区,微纳游动机器人指能在液体中游动的尺寸在1纳米至100微米左右的机器人
微纳及仿生机器人展区,为介入式健康监测、超微诊断、靶向给药等提供变革性手段
微纳及仿生机器人展区,现在还属于理论研究的阶段
微纳及仿生机器人展区,没有应用到人体
微纳及仿生机器人展区,扑翼机器人由深圳校区的徐文福老师研发
微纳及仿生机器人展区,亮相过2019年的央视春晚
微纳及仿生机器人展区,应用于边境的侦查工作
微纳及仿生机器人展区,扑翼机器人克服了固定翼、旋翼无人机成本高、能量利用率低、隐身能力弱等缺陷
微纳及仿生机器人展区,且在自主能力、抗风能力、带载能力、巡航能力等方面明显高于微小型扑翼飞行器
微纳及仿生机器人展区,模块化自重构机器人由大量标准模块单元组成
微纳及仿生机器人展区,模块之间可以动态组合、自主变形
微纳及仿生机器人展区,应用于环境复杂、任务多变的场合
微纳及仿生机器人展区,获得2018年中国优秀工业设计金奖
空间机器人展区,空间机器人展区
空间机器人展区,空间机器人展区包括空间机械臂和空间灵巧手两项技术
空间机器人展区,在空间机械臂技术中
空间机器人展区,小机械臂由我实验室刘宏院士、谢宗武教授团队和中科院长光所联合研制
空间机器人展区,相比于核心舱配备的大机械臂
空间机器人展区,小机械臂更加精巧
空间机器人展区,采用了7自由度对称构型
空间机器人展区,两端各有一个末端作用器
空间机器人展区,配合问天实验舱表面的“脚印”
空间机器人展区,可实现舱体不同位置的爬行
空间机器人展区,问天实验舱的小机械臂长约5米
空间机器人展区,最大负载3吨；相比于核心舱配备的展开长度达10米、最大承载质量25吨的大机械臂
空间机器人展区,要显得更“短小精悍”
空间机器人展区,相较于在天和核心舱上搭载的大机械臂
空间机器人展区,问天实验舱小机械臂末端定位精度更高
空间机器人展区,位置精度优于大机械臂5倍
空间机器人展区,姿态精度优于大机械臂2倍
空间机器人展区,其运动精度也更高
空间机器人展区,可用于完成精度要求更高的科学载荷安装、拆卸等任务
空间机器人展区,小机械臂可单独使用
空间机器人展区,也可与大机械臂形成组合机械臂
